"German Potato Pancakes","onion"
"German Potato Pancakes","all-purpose flour"
"German Potato Pancakes","egg"
"German Potato Pancakes","baking powder"
"German Potato Pancakes","oil"
"German Potato Pancakes","pepper"
"German Potato Pancakes","salt"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","sugar"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","butter"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","stewed tomato"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","sauerkraut"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","polish sausage"
"German Sausage Chowder","potato"
"German Sausage Chowder","onion"
"German Sausage Chowder","cabbage"
"German Sausage Chowder","milk"
"German Sausage Chowder","all-purpose flour"
"German Sausage Chowder","salt"
"German Sausage Chowder","pepper"
"German Sausage Chowder","water"
"German Sausage Chowder","swiss cheese"
"Choucroute Garni (Hackse Platter)","onion"
"Choucroute Garni (Hackse Platter)","bacon dripping"
"Choucroute Garni (Hackse Platter)","pork rib"
"Choucroute Garni (Hackse Platter)","pork loin chop"
"Choucroute Garni (Hackse Platter)","sauerkraut"
"Choucroute Garni (Hackse Platter)","cooking apple"
"Choucroute Garni (Hackse Platter)","brown sugar"
"Choucroute Garni (Hackse Platter)","clove"
"Choucroute Garni (Hackse Platter)","juniper berry"
"Choucroute Garni (Hackse Platter)","garlic"
"Choucroute Garni (Hackse Platter)","bay leaf"
"Choucroute Garni (Hackse Platter)","pepper"
"Choucroute Garni (Hackse Platter)","white wine"
"Choucroute Garni (Hackse Platter)","sausage link"
"Choucroute Garni (Hackse Platter)","boiled potato"
"Apple Cider Vinegar Marinade for Chicken Barbaja W.","salt"
"Apple Cider Vinegar Marinade for Chicken Barbaja W.","apple cider vinegar"
"Apple Cider Vinegar Marinade for Chicken Barbaja W.","water"
"Apple Cider Vinegar Marinade for Chicken Barbaja W.","artificial sweetener"
"Navy Bean Soup","lima bean"
"Navy Bean Soup","ham"
"Navy Bean Soup","onion"
"Navy Bean Soup","dried oregano leaf"
"Navy Bean Soup","salt"
"Navy Bean Soup","ground ginger"
"Navy Bean Soup","dried sage"
"Navy Bean Soup","black pepper"
"Navy Bean Soup","fat-free milk"
"Navy Bean Soup","butter"
"Sauerkraut","boiling water"
"Sauerkraut","cabbage"
"Sauerkraut","canning salt"
"Gypsy Schnitzel","veal scallopini"
"Gypsy Schnitzel","egg"
"Gypsy Schnitzel","dried breadcrumb"
"Gypsy Schnitzel","vegetable oil"
"Gypsy Schnitzel","margarine"
"Gypsy Schnitzel","onion"
"Gypsy Schnitzel","green bell pepper"
"Gypsy Schnitzel","red bell pepper"
"Gypsy Schnitzel","beef broth"
"Gypsy Schnitzel","mushroom"
"Gypsy Schnitzel","whipping cream"
"Gypsy Schnitzel","flour"
"Gypsy Schnitzel","salt and pepper"
"Chocolate Filled Almond Spritz Cookies","sugar"
"Chocolate Filled Almond Spritz Cookies","unsalted butter"
"Chocolate Filled Almond Spritz Cookies","egg"
"Chocolate Filled Almond Spritz Cookies","pure vanilla extract"
"Chocolate Filled Almond Spritz Cookies","almond extract"
"Chocolate Filled Almond Spritz Cookies","salt"
"Chocolate Filled Almond Spritz Cookies","milk chocolate"
"Chocolate Filled Almond Spritz Cookies","bittersweet chocolate"
"Chocolate Filled Almond Spritz Cookies","unsalted butter"
"Red Cabbage (Rot Kohl)","red cabbage"
"Red Cabbage (Rot Kohl)","bacon"
"Red Cabbage (Rot Kohl)","onion"
"Red Cabbage (Rot Kohl)","apple"
"Red Cabbage (Rot Kohl)","bay leaf"
"Red Cabbage (Rot Kohl)","olive oil"
"Red Cabbage (Rot Kohl)","sugar"
"Rouladen (Stuffed Beef)","bacon"
"Rouladen (Stuffed Beef)","bay leaf"
"Rouladen (Stuffed Beef)","beef"
"Rouladen (Stuffed Beef)","mustard"
"Rouladen (Stuffed Beef)","onion"
"Rouladen (Stuffed Beef)","salt and pepper"
"Rouladen (Stuffed Beef)","garlic pickle"
"Oma's Gingersnaps","shortening"
"Oma's Gingersnaps","sugar"
"Oma's Gingersnaps","molasses"
"Oma's Gingersnaps","egg"
"Oma's Gingersnaps","flour"
"Oma's Gingersnaps","salt"
"Oma's Gingersnaps","baking soda"
"Oma's Gingersnaps","cinnamon"
"Oma's Gingersnaps","clove"
"Oma's Gingersnaps","ginger"
"German Pancake","egg"
"German Pancake","milk"
"German Pancake","flour"
"German Pancake","salt"
"German Pancake","butter"
"Spaetzle","egg"
"Spaetzle","milk"
"Spaetzle","flour"
"Spaetzle","nutmeg"
"Spaetzle","white pepper"
"Spaetzle","salt"
"Spaetzle","bouillon"
"Spaetzle","butter"
"Spaetzle","parsley"
"German Apple Cake","egg"
"German Apple Cake","vegetable oil"
"German Apple Cake","sugar"
"German Apple Cake","vanilla"
"German Apple Cake","flour"
"German Apple Cake","cinnamon"
"German Apple Cake","baking soda"
"German Apple Cake","salt"
"German Apple Cake","apple"
"Black Forest Potato Salad","potato"
"Black Forest Potato Salad","cider vinegar"
"Black Forest Potato Salad","vegetable oil"
"Black Forest Potato Salad","water"
"Black Forest Potato Salad","pepper"
"Black Forest Potato Salad","sauerkraut"
"Black Forest Potato Salad","green onion"
"Black Forest Potato Salad","parsley"
"Black Forest Potato Salad","tart apple"
"Black Forest Potato Salad","salt"
"Baked Spareribs With Sauerkraut and Apples","sparerib"
"Baked Spareribs With Sauerkraut and Apples","salt"
"Baked Spareribs With Sauerkraut and Apples","pepper"
"Baked Spareribs With Sauerkraut and Apples","sauerkraut"
"Baked Spareribs With Sauerkraut and Apples","brown sugar"
"Baked Spareribs With Sauerkraut and Apples","tart apple"
"Baked Spareribs With Sauerkraut and Apples","onion"
"Baked Spareribs With Sauerkraut and Apples","water"
"Brats In Sauce","beer"
"Brats In Sauce","butter"
"Brats In Sauce","onion"
"Brats In Sauce","bratwurst"
"German Chocolate Cake Squares","water"
"German Chocolate Cake Squares","all-purpose flour"
"German Chocolate Cake Squares","baking powder"
"German Chocolate Cake Squares","salt"
"German Chocolate Cake Squares","sugar"
"German Chocolate Cake Squares","unsalted butter"
"German Chocolate Cake Squares","egg"
"German Chocolate Cake Squares","vanilla extract"
"German Chocolate Cake Squares","buttermilk"
"German Chocolate Cake Squares","semi-sweet chocolate chip"
"German Chocolate Cake Squares","evaporated milk"
"German Chocolate Cake Squares","sugar"
"German Chocolate Cake Squares","unsalted butter"
"German Chocolate Cake Squares","egg yolk"
"German Chocolate Cake Squares","almond extract"
"German Chocolate Cake Squares","sweetened coconut flake"
"German Chocolate Cake Squares","pecan"
"German Chocolate Cake Squares","semi-sweet chocolate chip"
"Apple Strudel","all-purpose flour"
"Apple Strudel","salt"
"Apple Strudel","butter"
"Apple Strudel","egg"
"Apple Strudel","water"
"Apple Strudel","butter"
"Apple Strudel","sugar"
"Apple Strudel","cinnamon"
"Apple Strudel","tart apple"
"Apple Strudel","dried currant"
"Apple Strudel","egg white"
"Apple Strudel","powdered sugar"
"Baked Chicken Reuben","chicken breast"
"Baked Chicken Reuben","salt"
"Baked Chicken Reuben","ground black pepper"
"Baked Chicken Reuben","sauerkraut"
"Baked Chicken Reuben","swiss cheese"
"Baked Chicken Reuben","thousand island dressing"
"Baked Chicken Reuben","parsley"
"German Style Hens","cornish hen"
"German Style Hens","lemon juice"
"German Style Hens","breadcrumb"
"German Style Hens","parmesan cheese"
"German Style Hens","dried ginger"
"German Style Hens","seasoning salt"
"Frankfurter Kranz (Buttercream Filled Cake)","butter"
"Frankfurter Kranz (Buttercream Filled Cake)","sugar"
"Frankfurter Kranz (Buttercream Filled Cake)","egg"
"Frankfurter Kranz (Buttercream Filled Cake)","lemon"
"Frankfurter Kranz (Buttercream Filled Cake)","flour"
"Frankfurter Kranz (Buttercream Filled Cake)","cornstarch"
"Frankfurter Kranz (Buttercream Filled Cake)","baking powder"
"Frankfurter Kranz (Buttercream Filled Cake)","butter"
"Frankfurter Kranz (Buttercream Filled Cake)","sugar"
"Frankfurter Kranz (Buttercream Filled Cake)","hazelnut"
"Frankfurter Kranz (Buttercream Filled Cake)","egg yolk"
"Frankfurter Kranz (Buttercream Filled Cake)","sugar"
"Frankfurter Kranz (Buttercream Filled Cake)","water"
"Frankfurter Kranz (Buttercream Filled Cake)","cornstarch"
"Frankfurter Kranz (Buttercream Filled Cake)","butter"
"Canapes with Egg and Anchovy Spread","egg"
"Canapes with Egg and Anchovy Spread","anchovy fish fillet"
"Canapes with Egg and Anchovy Spread","mayonnaise"
"Canapes with Egg and Anchovy Spread","bread"
"Sauerkraut Meatballs","vegetable oil"
"Sauerkraut Meatballs","potato"
"Sauerkraut Meatballs","red cabbage"
"Sauerkraut Meatballs","onion"
"Sauerkraut Meatballs","ground lean pork"
"Sauerkraut Meatballs","breadcrumb"
"Sauerkraut Meatballs","lemon peel"
"Sauerkraut Meatballs","parsley"
"Sauerkraut Meatballs","white wine"
"Sauerkraut Meatballs","all-purpose flour"
"Sauerkraut Meatballs","lemon juice"
"Sauerkraut Meatballs","caper"
"Sauerkraut Meatballs","salt and black pepper"
"Sauerkraut Meatballs","worcestershire sauce"
"Canapes with Green Spread","parsley"
"Canapes with Green Spread","butter"
"Canapes with Green Spread","juice of lemon"
"Canapes with Green Spread","salt"
"Canapes with Green Spread","bread"
"Canapes with Garlicky Tomato Spread","cream cheese"
"Canapes with Garlicky Tomato Spread","tomato paste"
"Canapes with Garlicky Tomato Spread","garlic"
"Canapes with Garlicky Tomato Spread","salt"
"Canapes with Garlicky Tomato Spread","bread"
"Spaetzle","flour"
"Spaetzle","egg"
"Spaetzle","water"
"Spaetzle","oil"
"Spaetzle","salt"
"Moms' endive/dandelion dish","endive"
"Moms' endive/dandelion dish","hard-boiled egg"
"Moms' endive/dandelion dish","sweet onion"
"Moms' endive/dandelion dish","bacon"
"Moms' endive/dandelion dish","cider vinegar"
"Moms' endive/dandelion dish","water"
"Moms' endive/dandelion dish","brown sugar"
"Apple-Glazed Pork Roast with Sauerkraut","pork sirloin roast"
"Apple-Glazed Pork Roast with Sauerkraut","brown sugar"
"Apple-Glazed Pork Roast with Sauerkraut","cornstarch"
"Apple-Glazed Pork Roast with Sauerkraut","caraway seed"
"Apple-Glazed Pork Roast with Sauerkraut","salt"
"Apple-Glazed Pork Roast with Sauerkraut","apple juice"
"Apple-Glazed Pork Roast with Sauerkraut","lemon juice"
"Apple-Glazed Pork Roast with Sauerkraut","sauerkraut"
"Apple-Glazed Pork Roast with Sauerkraut","apple"
"Apple-Glazed Pork Roast with Sauerkraut","carrot"
"Nice Soft Pretzels","yeast"
"Nice Soft Pretzels","water"
"Nice Soft Pretzels","sugar"
"Nice Soft Pretzels","salt"
"Nice Soft Pretzels","flour"
"Nice Soft Pretzels","baking soda"
"Nice Soft Pretzels","water"
"Nice Soft Pretzels","salt"
"Ground Beef with Cabbage","cabbage"
"Ground Beef with Cabbage","onion"
"Ground Beef with Cabbage","ground beef"
"Ground Beef with Cabbage","bay leaf"
"Ground Beef with Cabbage","carrot"
"Ground Beef with Cabbage","oil"
"Ground Beef with Cabbage","salt and pepper"
"German Potato Soup","meaty ham bone"
"German Potato Soup","bay leaf"
"German Potato Soup","water"
"German Potato Soup","onion"
"German Potato Soup","celery"
"German Potato Soup","potato"
"German Potato Soup","carrot"
"German Potato Soup","cabbage"
"German Potato Soup","parsley"
"German Potato Soup","salt and pepper"
"Ham and Au Gratin Potatoes","potato"
"Ham and Au Gratin Potatoes","onion"
"Ham and Au Gratin Potatoes","ham"
"Ham and Au Gratin Potatoes","american cheese"
"Ham and Au Gratin Potatoes","cream of mushroom soup"
"Ham and Au Gratin Potatoes","milk"
"Ham and Au Gratin Potatoes","thyme"
"German Riesling Soup","unsalted butter"
"German Riesling Soup","turnip"
"German Riesling Soup","leek"
"German Riesling Soup","onion"
"German Riesling Soup","kosher salt"
"German Riesling Soup","ground black pepper"
"German Riesling Soup","riesling wine"
"German Riesling Soup","chicken broth"
"German Riesling Soup","heavy cream"
"German Riesling Soup","flat-leaf parsley"
"Bavarian Restaurant Beer Cheese Soup","butter"
"Bavarian Restaurant Beer Cheese Soup","american cheese"
"Bavarian Restaurant Beer Cheese Soup","celery"
"Bavarian Restaurant Beer Cheese Soup","beer"
"Bavarian Restaurant Beer Cheese Soup","onion"
"Bavarian Restaurant Beer Cheese Soup","garlic salt"
"Bavarian Restaurant Beer Cheese Soup","carrot"
"Bavarian Restaurant Beer Cheese Soup","white pepper"
"Bavarian Restaurant Beer Cheese Soup","flour"
"Bavarian Restaurant Beer Cheese Soup","chicken stock"
"Warm German Potato Salad with Sausage","unsalted butter"
"Warm German Potato Salad with Sausage","vegetable oil"
"Warm German Potato Salad with Sausage","red onion"
"Warm German Potato Salad with Sausage","dried thyme"
"Warm German Potato Salad with Sausage","caraway seed"
"Warm German Potato Salad with Sausage","low-fat kielbasa"
"Warm German Potato Salad with Sausage","cider vinegar"
"Warm German Potato Salad with Sausage","brown sugar"
"Warm German Potato Salad with Sausage","dijon mustard"
"Warm German Potato Salad with Sausage","dill"
"Warm German Potato Salad with Sausage","black pepper"
"Warm German Potato Salad with Sausage","salt"
"Crisp German Meatballs","pork sausage"
"Crisp German Meatballs","onion"
"Crisp German Meatballs","sauerkraut"
"Crisp German Meatballs","dried breadcrumb"
"Crisp German Meatballs","cream cheese"
"Crisp German Meatballs","parsley"
"Crisp German Meatballs","mustard"
"Crisp German Meatballs","garlic powder"
"Crisp German Meatballs","pepper"
"Crisp German Meatballs","mayonnaise"
"Crisp German Meatballs","mustard"
"Crisp German Meatballs","egg"
"Crisp German Meatballs","milk"
"Crisp German Meatballs","flour"
"Crisp German Meatballs","breadcrumb"
"German Tomato Salad","tomato"
"German Tomato Salad","sweet onion"
"German Tomato Salad","garlic"
"German Tomato Salad","parsley"
"German Tomato Salad","extra virgin olive oil"
"German Tomato Salad","salt and pepper"
"German Tomato Salad","white wine vinegar"
"Beef Rouladen","dijon mustard"
"Beef Rouladen","top round steak"
"Beef Rouladen","bacon"
"Beef Rouladen","onion"
"Beef Rouladen","dill pickle"
"Beef Rouladen","cooking oil"
"Beef Rouladen","beef broth"
"Beef Rouladen","flour"
"Beef Rouladen","water"
"Beef Rouladen","parsley"
"Beef Rouladen","salt and pepper"
"Classic Potato Salad","potato"
"Classic Potato Salad","mayonnaise"
"Classic Potato Salad","cider vinegar"
"Classic Potato Salad","sugar"
"Classic Potato Salad","yellow mustard"
"Classic Potato Salad","salt"
"Classic Potato Salad","garlic powder"
"Classic Potato Salad","pepper"
"Classic Potato Salad","celery rib"
"Classic Potato Salad","onion"
"Classic Potato Salad","hard-boiled egg"
"Classic Potato Salad","paprika"
"Potato Dumplings","baked potato"
"Potato Dumplings","ground nutmeg"
"Potato Dumplings","egg yolk"
"Potato Dumplings","all-purpose flour"
"Potato Dumplings","parsley"
"Potato Dumplings","white pepper"
"Potato Dumplings","salt"
"Semolina Dumpling Soup","margarine"
"Semolina Dumpling Soup","egg"
"Semolina Dumpling Soup","semolina"
"Semolina Dumpling Soup","dried parsley"
"Semolina Dumpling Soup","nutmeg"
"Semolina Dumpling Soup","chicken broth"
"Semolina Dumpling Soup","pepper"
"Semolina Dumpling Soup","salt"
"Chicken Paprikash","chicken"
"Chicken Paprikash","onion"
"Chicken Paprikash","paprika"
"Chicken Paprikash","butter"
"Chicken Paprikash","chicken broth"
"Chicken Paprikash","sour cream"
"Chicken Paprikash","flour"
"Homestyle Macaroni Salad","macaroni pasta"
"Homestyle Macaroni Salad","hard-cooked egg"
"Homestyle Macaroni Salad","celery"
"Homestyle Macaroni Salad","red pepper"
"Homestyle Macaroni Salad","jalapeno chili"
"Homestyle Macaroni Salad","red onion"
"Homestyle Macaroni Salad","buttermilk"
"Homestyle Macaroni Salad","mayonnaise"
"Homestyle Macaroni Salad","cider vinegar"
"Homestyle Macaroni Salad","chive"
"Homestyle Macaroni Salad","garlic salt"
"Homestyle Macaroni Salad","cayenne pepper"
"Homestyle Macaroni Salad","ground pepper"
"Beef Steaks With Mushroom Sauce","oil"
"Beef Steaks With Mushroom Sauce","butter"
"Beef Steaks With Mushroom Sauce","beef tenderloin"
"Beef Steaks With Mushroom Sauce","mushroom"
"Beef Steaks With Mushroom Sauce","green onion"
"Beef Steaks With Mushroom Sauce","flour"
"Beef Steaks With Mushroom Sauce","salt"
"Beef Steaks With Mushroom Sauce","pepper"
"Beef Steaks With Mushroom Sauce","chicken broth"
"Light Scalloped Potatoes","potato"
"Light Scalloped Potatoes","water"
"Light Scalloped Potatoes","chicken bouillon cube"
"Light Scalloped Potatoes","garlic"
"Light Scalloped Potatoes","parmesan cheese"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","sugar"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","butter"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","salt"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","egg"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","active dry yeast"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","warm milk"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","flour"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","vanilla extract"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","unsalted butter"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","flour"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","caster sugar"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","egg"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","milk"
"Gooey Philadelphia German Butter Cake (Butterkuchen)","clear vanilla extract"
"Choucroute Garni","sauerkraut"
"Choucroute Garni","bacon"
"Choucroute Garni","garlic"
"Choucroute Garni","dry white wine"
"Choucroute Garni","juniper berry"
"Choucroute Garni","black peppercorn"
"Choucroute Garni","clove"
"Choucroute Garni","ham"
"Sour Cream Soup","bacon"
"Sour Cream Soup","cabbage"
"Sour Cream Soup","onion"
"Sour Cream Soup","celery"
"Sour Cream Soup","carrot"
"Sour Cream Soup","potato"
"Sour Cream Soup","zucchini"
"Sour Cream Soup","tomato"
"Sour Cream Soup","beef broth"
"Sour Cream Soup","barley"
"Sour Cream Soup","rice"
"Sour Cream Soup","white sauce"
"Sour Cream Soup","vinegar"
"Sour Cream Soup","garlic"
"Sour Cream Soup","caraway seed"
"Sour Cream Soup","salt"
"Sour Cream Soup","worcestershire sauce"
"Sour Cream Soup","thyme"
"Sour Cream Soup","plain yogurt"
"Hot German Noodles","bacon"
"Hot German Noodles","egg noodle"
"Hot German Noodles","onion"
"Hot German Noodles","sugar"
"Hot German Noodles","flour"
"Hot German Noodles","cabbage"
"Hot German Noodles","salt"
"Hot German Noodles","pepper"
"Hot German Noodles","water"
"Hot German Noodles","vinegar"
"Hot German Noodles","dried parsley flake"
"Cheesy Asparagus And Ham","butter"
"Cheesy Asparagus And Ham","flour"
"Cheesy Asparagus And Ham","milk"
"Cheesy Asparagus And Ham","mild cheddar cheese"
"Cheesy Asparagus And Ham","salt"
"Cheesy Asparagus And Ham","pepper"
"Cheesy Asparagus And Ham","asparagus"
"Cheesy Asparagus And Ham","ham"
"Cheesy Asparagus And Ham","breadcrumb"
"Vegetable Soup With Sauerkraut and Smoked Turkey Breast","butter"
"Vegetable Soup With Sauerkraut and Smoked Turkey Breast","onion"
"Vegetable Soup With Sauerkraut and Smoked Turkey Breast","leek"
"Vegetable Soup With Sauerkraut and Smoked Turkey Breast","carrot"
"Vegetable Soup With Sauerkraut and Smoked Turkey Breast","celery rib"
